Date,Adj Close,,LR_SP
24-07-2003,981.5999756,2.991934539,0.003090454
25-07-2003,998.6799927,2.999426349,-0.00749181
28-07-2003,996.5200195,2.998486028,0.000940322
29-07-2003,989.2800293,2.995319242,0.003166786
30-07-2003,987.4899902,2.994532702,0.00078654
31-07-2003,990.3099976,2.995771163,-0.001238461
01-08-2003,980.1500244,2.991292555,0.004478608
04-08-2003,982.8200073,2.992473989,-0.001181434
05-08-2003,965.460022,2.984734295,0.007739694
06-08-2003,967.0800171,2.985462409,-0.000728114
07-08-2003,974.1199951,2.988612458,-0.003150048
08-08-2003,977.5900269,2.990156762,-0.001544304
11-08-2003,980.5900269,2.991487472,-0.00133071
12-08-2003,990.3499756,2.995788695,-0.004301223
13-08-2003,984.0300293,2.993008352,0.002780343
14-08-2003,990.5100098,2.995858869,-0.002850517
15-08-2003,990.6699829,2.995929004,-7.01354E-05
18-08-2003,999.7399902,2.999887065,-0.00395806
19-08-2003,1002.349976,3.001019384,-0.00113232
20-08-2003,1000.299988,3.000130264,0.000889121
21-08-2003,1003.27002,3.001417835,-0.001287571
22-08-2003,993.0599976,2.996975488,0.004442347
25-08-2003,993.710022,2.99725967,-0.000284182
26-08-2003,996.7299805,2.998577522,-0.001317852
27-08-2003,996.789978,2.998603663,-2.61413E-05
28-08-2003,1002.840027,3.00123166,-0.002627997
29-08-2003,1008.01001,3.003464845,-0.002233185
02-09-2003,1021.98999,3.009446642,-0.005981797
03-09-2003,1026.27002,3.011261642,-0.001815
04-09-2003,1027.969971,3.011980428,-0.000718786
05-09-2003,1021.390015,3.009191608,0.00278882
08-09-2003,1031.640015,3.013528179,-0.004336571
09-09-2003,1023.169983,3.009947791,0.003580388
10-09-2003,1010.919983,3.004716781,0.005231009
11-09-2003,1016.419983,3.007073195,-0.002356413
12-09-2003,1018.630005,3.008016465,-0.00094327
15-09-2003,1014.809998,3.006384737,0.001631728
16-09-2003,1029.319946,3.012550389,-0.006165652
17-09-2003,1025.969971,3.01113465,0.001415739
18-09-2003,1039.579956,3.016857897,-0.005723248
19-09-2003,1036.300049,3.015485519,0.001372379
22-09-2003,1022.820007,3.009799215,0.005686304
23-09-2003,1029.030029,3.012428049,-0.002628834
24-09-2003,1009.380005,3.004054697,0.008373351
25-09-2003,1003.27002,3.001417835,0.002636863
26-09-2003,996.8499756,2.998629803,0.002788032
29-09-2003,1006.580017,3.002848304,-0.004218502
30-09-2003,995.9699707,2.998246244,0.00460206
01-10-2003,1018.219971,3.007841611,-0.009595366
02-10-2003,1020.23999,3.008702343,-0.000860732
03-10-2003,1029.849976,3.012773963,-0.004071621
06-10-2003,1034.349976,3.014667509,-0.001893546
07-10-2003,1039.25,3.016720033,-0.002052525
08-10-2003,1033.780029,3.014428138,0.002291895
09-10-2003,1038.72998,3.016502667,-0.002074529
10-10-2003,1038.060059,3.016222481,0.000280186
13-10-2003,1045.349976,3.019261713,-0.003039232
14-10-2003,1049.47998,3.020974159,-0.001712445
15-10-2003,1046.76001,3.019847123,0.001127036
16-10-2003,1050.069946,3.021218229,-0.001371106
17-10-2003,1039.319946,3.016749262,0.004468967
20-10-2003,1044.680054,3.018983303,-0.002234041
21-10-2003,1046.030029,3.019544152,-0.00056085
22-10-2003,1030.359985,3.012988984,0.006555168
23-10-2003,1033.77002,3.014423933,-0.001434949
24-10-2003,1028.910034,3.012377403,0.00204653
27-10-2003,1031.130005,3.013313425,-0.000936022
28-10-2003,1046.790039,3.019859581,-0.006546157
29-10-2003,1048.109985,3.020406859,-0.000547277
30-10-2003,1046.939941,3.019921769,0.00048509
31-10-2003,1050.709961,3.021482849,-0.001561081
03-11-2003,1059.02002,3.02490417,-0.003421321
04-11-2003,1053.25,3.022531468,0.002372702
05-11-2003,1051.810059,3.02193732,0.000594148
06-11-2003,1058.050049,3.024506212,-0.002568892
07-11-2003,1053.209961,3.022514958,0.001991254
10-11-2003,1047.109985,3.019992301,0.002522657
11-11-2003,1046.569946,3.019768259,0.000224042
12-11-2003,1058.530029,3.024703183,-0.004934924
13-11-2003,1058.410034,3.024653948,4.92345E-05
14-11-2003,1050.349976,3.02133403,0.003319919
17-11-2003,1043.630005,3.018546557,0.002787473
18-11-2003,1034.150024,3.014583547,0.00396301
19-11-2003,1042.439941,3.018051043,-0.003467497
20-11-2003,1033.650024,3.014373519,0.003677524
21-11-2003,1035.280029,3.015057836,-0.000684317
24-11-2003,1052.079956,3.022048747,-0.00699091
25-11-2003,1053.890015,3.02279529,-0.000746543
26-11-2003,1058.449951,3.024670327,-0.001875038
28-11-2003,1058.199951,3.024567737,0.00010259
01-12-2003,1070.119995,3.029432479,-0.004864742
02-12-2003,1066.619995,3.028009721,0.001422758
03-12-2003,1064.72998,3.027239483,0.000770238
04-12-2003,1069.719971,3.029270104,-0.002030621
05-12-2003,1061.5,3.025919999,0.003350105
08-12-2003,1069.300049,3.029099587,-0.003179588
09-12-2003,1060.180054,3.025379629,0.003719958
10-12-2003,1059.050049,3.024916485,0.000463145
11-12-2003,1071.209961,3.029874602,-0.004958118
12-12-2003,1074.140015,3.031060896,-0.001186293
15-12-2003,1068.040039,3.028587534,0.002473362
16-12-2003,1075.130005,3.031460982,-0.002873448
17-12-2003,1076.47998,3.032005958,-0.000544975
18-12-2003,1089.180054,3.037099679,-0.005093722
19-12-2003,1088.660034,3.03689228,0.0002074
22-12-2003,1092.939941,3.038596298,-0.001704018
23-12-2003,1096.02002,3.039818487,-0.001222189
24-12-2003,1094.040039,3.039033216,0.000785271
26-12-2003,1095.890015,3.03976697,-0.000733753
29-12-2003,1109.47998,3.04511947,-0.0053525
30-12-2003,1109.640015,3.045182109,-6.26392E-05
31-12-2003,1111.920044,3.046073559,-0.00089145
02-01-2004,1108.47998,3.044727854,0.001345705
05-01-2004,1122.219971,3.050077993,-0.005350139
06-01-2004,1123.670044,3.050638803,-0.00056081
07-01-2004,1126.329956,3.051665635,-0.001026832
08-01-2004,1131.920044,3.05381575,-0.002150116
09-01-2004,1121.859985,3.049938658,0.003877093
12-01-2004,1127.22998,3.052012531,-0.002073873
13-01-2004,1121.219971,3.049690825,0.002321706
14-01-2004,1130.52002,3.053278257,-0.003587433
15-01-2004,1132.050049,3.053865628,-0.00058737
16-01-2004,1139.829956,3.056840067,-0.002974439
20-01-2004,1138.77002,3.056436025,0.000404042
21-01-2004,1147.619995,3.059798106,-0.003362081
22-01-2004,1143.939941,3.058403224,0.001394882
23-01-2004,1141.550049,3.057494957,0.000908267
26-01-2004,1155.369995,3.062721085,-0.005226128
27-01-2004,1144.050049,3.058445024,0.004276061
28-01-2004,1128.47998,3.052493859,0.005951165
29-01-2004,1134.109985,3.054655174,-0.002161315
30-01-2004,1131.130005,3.053512523,0.001142651
02-02-2004,1135.26001,3.05509534,-0.001582817
03-02-2004,1136.030029,3.055389811,-0.000294472
04-02-2004,1126.52002,3.051738914,0.003650897
05-02-2004,1128.589966,3.052536185,-0.000797271
06-02-2004,1142.76001,3.057955034,-0.005418849
09-02-2004,1139.810059,3.056832485,0.001122549
10-02-2004,1145.540039,3.059010273,-0.002177788
11-02-2004,1157.76001,3.063618545,-0.004608271
12-02-2004,1152.109985,3.061493941,0.002124604
13-02-2004,1145.810059,3.05911263,0.00238131
17-02-2004,1156.98999,3.063329602,-0.004216971
18-02-2004,1151.819946,3.061384595,0.001945007
19-02-2004,1147.060059,3.059586158,0.001798437
20-02-2004,1144.109985,3.058467776,0.001118382
23-02-2004,1140.98999,3.057281834,0.001185942
24-02-2004,1139.089966,3.056558026,0.000723808
25-02-2004,1143.670044,3.058300746,-0.00174272
26-02-2004,1144.910034,3.058771362,-0.000470616
27-02-2004,1144.939941,3.058782706,-1.13444E-05
01-03-2004,1155.969971,3.062946552,-0.004163846
02-03-2004,1149.099976,3.060357815,0.002588737
03-03-2004,1151.030029,3.061086654,-0.000728839
04-03-2004,1154.869995,3.062533098,-0.001446444
05-03-2004,1156.859985,3.0632808,-0.000747702
08-03-2004,1147.199951,3.05963912,0.00364168
09-03-2004,1140.579956,3.057125735,0.002513385
10-03-2004,1123.890015,3.050723813,0.006401923
11-03-2004,1106.780029,3.044061314,0.006662499
12-03-2004,1120.569946,3.049438971,-0.005377656
15-03-2004,1104.48999,3.043161784,0.006277186
16-03-2004,1110.699951,3.045596753,-0.002434968
17-03-2004,1123.75,3.050669705,-0.005072952
18-03-2004,1122.319946,3.050116681,0.000553023
19-03-2004,1109.780029,3.045236905,0.004879776
22-03-2004,1095.400024,3.039572746,0.005664159
23-03-2004,1093.949951,3.038997453,0.000575293
24-03-2004,1091.329956,3.037956076,0.001041377
25-03-2004,1109.189941,3.045005923,-0.007049846
26-03-2004,1108.060059,3.0445633,0.000442622
29-03-2004,1122.469971,3.050174731,-0.005611431
30-03-2004,1127,3.051923916,-0.001749185
31-03-2004,1126.209961,3.051619364,0.000304552
01-04-2004,1132.170044,3.05391166,-0.002292296
02-04-2004,1141.810059,3.057593865,-0.003682205
05-04-2004,1150.569946,3.060913026,-0.003319161
06-04-2004,1148.160034,3.060002426,0.0009106
07-04-2004,1140.530029,3.057106724,0.002895701
08-04-2004,1139.319946,3.056645701,0.000461024
12-04-2004,1145.199951,3.058881321,-0.00223562
13-04-2004,1129.439941,3.052863142,0.006018179
14-04-2004,1128.170044,3.052374564,0.000488578
15-04-2004,1128.839966,3.052632377,-0.000257813
16-04-2004,1134.609985,3.054846601,-0.002214224
19-04-2004,1135.819946,3.055309491,-0.00046289
20-04-2004,1118.150024,3.048500078,0.006809414
21-04-2004,1124.089966,3.050801071,-0.002300993
22-04-2004,1139.930054,3.056878204,-0.006077133
23-04-2004,1140.599976,3.057133358,-0.000255154
26-04-2004,1135.530029,3.055198624,0.001934734
27-04-2004,1138.109985,3.056184234,-0.00098561
28-04-2004,1122.410034,3.050151541,0.006032693
29-04-2004,1113.890015,3.046842311,0.00330923
30-04-2004,1107.300049,3.044265319,0.002576992
03-05-2004,1117.48999,3.048243642,-0.003978323
04-05-2004,1119.550049,3.049043513,-0.000799872
05-05-2004,1121.530029,3.049810906,-0.000767393
06-05-2004,1113.98999,3.046881288,0.002929618
07-05-2004,1098.699951,3.040879105,0.006002183
10-05-2004,1087.119995,3.036277484,0.004601622
11-05-2004,1095.449951,3.03959254,-0.003315057
12-05-2004,1097.280029,3.040317475,-0.000724935
13-05-2004,1096.439941,3.039984848,0.000332627
14-05-2004,1095.699951,3.039691642,0.000293205
17-05-2004,1084.099976,3.035069335,0.004622308
18-05-2004,1091.48999,3.038019757,-0.002950423
19-05-2004,1088.680054,3.036900266,0.001119491
20-05-2004,1089.189941,3.037103622,-0.000203356
21-05-2004,1093.560059,3.03884264,-0.001739018
24-05-2004,1095.410034,3.039576715,-0.000734075
25-05-2004,1113.050049,3.046514693,-0.006937978
26-05-2004,1114.939941,3.047251474,-0.000736781
27-05-2004,1121.280029,3.049714087,-0.002462613
28-05-2004,1120.680054,3.049481642,0.000232445
01-06-2004,1121.199951,3.04968307,-0.000201428
02-06-2004,1124.98999,3.051148658,-0.001465588
03-06-2004,1116.640015,3.047913187,0.003235472
04-06-2004,1122.5,3.05018635,-0.002273163
07-06-2004,1140.420044,3.057064842,-0.006878492
08-06-2004,1142.180054,3.057734572,-0.00066973
09-06-2004,1131.329956,3.053589287,0.004145285
10-06-2004,1136.469971,3.055557965,-0.001968678
14-06-2004,1125.290039,3.051264475,0.00429349
15-06-2004,1132.01001,3.053850267,-0.002585793
16-06-2004,1133.560059,3.054444535,-0.000594268
17-06-2004,1132.050049,3.053865628,0.000578907
18-06-2004,1135.02002,3.055003522,-0.001137894
21-06-2004,1130.300049,3.053193746,0.001809775
22-06-2004,1134.410034,3.054770059,-0.001576313
23-06-2004,1144.060059,3.058448824,-0.003678764
24-06-2004,1140.650024,3.057152414,0.00129641
25-06-2004,1134.430054,3.054777723,0.002374691
28-06-2004,1133.349976,3.05436404,0.000413684
29-06-2004,1136.199951,3.055454766,-0.001090727
30-06-2004,1140.839966,3.057224727,-0.001769961
01-07-2004,1128.939941,3.052670838,0.004553888
02-07-2004,1125.380005,3.051299195,0.001371644
06-07-2004,1116.209961,3.047745894,0.003553301
07-07-2004,1118.329956,3.048569958,-0.000824064
08-07-2004,1109.109985,3.044974615,0.003595343
09-07-2004,1112.810059,3.046421043,-0.001446427
12-07-2004,1114.349976,3.047021608,-0.000600565
13-07-2004,1115.140015,3.0473294,-0.000307792
14-07-2004,1111.469971,3.045897734,0.001431666
15-07-2004,1106.689941,3.044025963,0.001871771
16-07-2004,1101.390015,3.041941135,0.002084828
19-07-2004,1100.900024,3.041747881,0.000193253
20-07-2004,1108.670044,3.044802313,-0.003054432
21-07-2004,1093.880005,3.038969684,0.005832629
22-07-2004,1096.839966,3.040143267,-0.001173583
23-07-2004,1086.199951,3.035909779,0.004233488
26-07-2004,1084.069946,3.035057305,0.000852474
27-07-2004,1094.829956,3.039346672,-0.004289367
28-07-2004,1095.420044,3.039580683,-0.000234012
29-07-2004,1100.430054,3.041562443,-0.001981759
30-07-2004,1101.719971,3.042071222,-0.000508779
02-08-2004,1106.619995,3.043998513,-0.001927291
03-08-2004,1099.689941,3.041270253,0.00272826
04-08-2004,1098.630005,3.040851456,0.000418797
05-08-2004,1080.699951,3.033705132,0.007146324
06-08-2004,1063.969971,3.026929371,0.006775761
09-08-2004,1065.219971,3.0274393,-0.000509929
10-08-2004,1079.040039,3.03303756,-0.00559826
11-08-2004,1075.790039,3.031727519,0.001310041
12-08-2004,1063.22998,3.026627214,0.005100305
13-08-2004,1064.800049,3.027268062,-0.000640848
16-08-2004,1079.339966,3.033158258,-0.005890196
17-08-2004,1081.709961,3.034110829,-0.000952571
18-08-2004,1095.170044,3.039481556,-0.005370727
19-08-2004,1091.22998,3.037916289,0.001565267
20-08-2004,1098.349976,3.040740745,-0.002824455
23-08-2004,1095.680054,3.039683756,0.001056989
24-08-2004,1096.189941,3.039885813,-0.000202057
25-08-2004,1104.959961,3.043346541,-0.003460729
26-08-2004,1105.089966,3.043397636,-5.10942E-05
27-08-2004,1107.77002,3.044449607,-0.001051972
30-08-2004,1099.150024,3.041056974,0.003392633
31-08-2004,1104.23999,3.043063471,-0.002006497
01-09-2004,1105.910034,3.043719799,-0.000656327
02-09-2004,1118.310059,3.048562231,-0.004842433
03-09-2004,1113.630005,3.046740924,0.001821307
07-09-2004,1121.300049,3.049721841,-0.002980917
08-09-2004,1116.27002,3.047769261,0.00195258
09-09-2004,1118.380005,3.048589394,-0.000820133
10-09-2004,1123.920044,3.050735416,-0.002146023
13-09-2004,1125.819946,3.051468939,-0.000733522
14-09-2004,1128.329956,3.052436118,-0.00096718
15-09-2004,1120.369995,3.049361469,0.003074649
16-09-2004,1123.5,3.050573077,-0.001211607
17-09-2004,1128.550049,3.052520824,-0.001947747
20-09-2004,1122.199951,3.050070245,0.002450578
21-09-2004,1129.300049,3.052809347,-0.002739101
22-09-2004,1113.560059,3.046713645,0.006095702
23-09-2004,1108.359985,3.044680838,0.002032807
24-09-2004,1110.109985,3.045366009,-0.000685171
27-09-2004,1103.52002,3.042780216,0.002585793
28-09-2004,1110.060059,3.045346476,-0.00256626
29-09-2004,1114.800049,3.047196979,-0.001850503
30-09-2004,1114.579956,3.047111229,8.57504E-05
01-10-2004,1131.5,3.053654558,-0.00654333
04-10-2004,1135.170044,3.055060922,-0.001406364
05-10-2004,1134.47998,3.054796837,0.000264085
06-10-2004,1142.050049,3.057685137,-0.0028883
07-10-2004,1130.650024,3.053328196,0.00435694
08-10-2004,1122.140015,3.050047049,0.003281147
11-10-2004,1124.390015,3.05091698,-0.000869931
12-10-2004,1121.839966,3.049930908,0.000986072
13-10-2004,1113.650024,3.046748731,0.003182177
14-10-2004,1103.290039,3.042689697,0.004059034
15-10-2004,1108.199951,3.044618127,-0.001928429
18-10-2004,1114.02002,3.046892995,-0.002274869
19-10-2004,1103.22998,3.042666055,0.00422694
20-10-2004,1103.660034,3.042835316,-0.000169261
21-10-2004,1106.48999,3.043947489,-0.001112173
22-10-2004,1095.73999,3.039707512,0.004239977
25-10-2004,1094.800049,3.039334808,0.000372704
26-10-2004,1111.089966,3.045749226,-0.006414417
27-10-2004,1125.400024,3.05130692,-0.005557695
28-10-2004,1127.439941,3.052093416,-0.000786496
29-10-2004,1130.199951,3.053155284,-0.001061868
01-11-2004,1130.51001,3.053274412,-0.000119128
02-11-2004,1130.560059,3.053293638,-1.92262E-05
03-11-2004,1143.199951,3.058122197,-0.004828559
04-11-2004,1161.670044,3.06508279,-0.006960593
05-11-2004,1166.170044,3.066761881,-0.001679091
08-11-2004,1164.890015,3.066284923,0.000476959
09-11-2004,1164.079956,3.065982811,0.000302111
10-11-2004,1162.910034,3.065546118,0.000436693
11-11-2004,1173.47998,3.069475685,-0.003929567
12-11-2004,1184.170044,3.07341407,-0.003938386
15-11-2004,1183.810059,3.073282026,0.000132045
16-11-2004,1175.430054,3.070196791,0.003085235
17-11-2004,1181.939941,3.072595409,-0.002398618
18-11-2004,1183.550049,3.073186628,-0.000591219
19-11-2004,1170.339966,3.068312036,0.004874592
22-11-2004,1177.23999,3.070865006,-0.00255297
23-11-2004,1176.939941,3.070754302,0.000110705
24-11-2004,1181.76001,3.07252929,-0.001774988
26-11-2004,1182.650024,3.072856245,-0.000326956
29-11-2004,1178.569946,3.071355362,0.001500883
30-11-2004,1173.819946,3.069601485,0.001753877
01-12-2004,1191.369995,3.076046658,-0.006445173
02-12-2004,1190.329956,3.075667363,0.000379295
03-12-2004,1191.170044,3.075973763,-0.0003064
06-12-2004,1190.25,3.07563819,0.000335573
07-12-2004,1177.069946,3.070802271,0.004835919
08-12-2004,1182.810059,3.072915009,-0.002112738
09-12-2004,1189.23999,3.075269505,-0.002354496
10-12-2004,1188,3.074816441,0.000453064
13-12-2004,1198.680054,3.078703279,-0.003886838
14-12-2004,1203.380005,3.080402791,-0.001699512
15-12-2004,1205.719971,3.081246454,-0.000843663
16-12-2004,1203.209961,3.080341419,0.000905036
17-12-2004,1194.199951,3.077077049,0.00326437
20-12-2004,1194.650024,3.077240696,-0.000163647
21-12-2004,1205.449951,3.081149184,-0.003908487
22-12-2004,1209.569946,3.082630988,-0.001481804
23-12-2004,1210.130005,3.082832029,-0.000201042
27-12-2004,1204.920044,3.080958229,0.0018738
28-12-2004,1213.540039,3.08405411,-0.003095881
29-12-2004,1213.449951,3.084021869,3.22413E-05
30-12-2004,1213.550049,3.084057692,-3.58235E-05
31-12-2004,1211.920044,3.083473968,0.000583724
03-01-2005,1202.079956,3.079933356,0.003540613
04-01-2005,1188.050049,3.074834736,0.005098619
05-01-2005,1183.73999,3.07325632,0.001578417
06-01-2005,1187.890015,3.074776232,-0.001519912
07-01-2005,1186.189941,3.074154237,0.000621995
10-01-2005,1190.25,3.07563819,-0.001483953
11-01-2005,1182.98999,3.07298107,0.00265712
12-01-2005,1187.699951,3.074706739,-0.001725669
13-01-2005,1177.449951,3.070942456,0.003764283
14-01-2005,1184.52002,3.073542405,-0.002599949
18-01-2005,1195.97998,3.07772391,-0.004181505
19-01-2005,1184.630005,3.073582728,0.004141182
20-01-2005,1175.410034,3.070189394,0.003393335
21-01-2005,1167.869995,3.067394501,0.002794893
24-01-2005,1163.75,3.065859694,0.001534807
25-01-2005,1168.410034,3.067595278,-0.001735584
26-01-2005,1174.069946,3.069693971,-0.002098693
27-01-2005,1174.550049,3.069871527,-0.000177556
28-01-2005,1171.359985,3.068690384,0.001181143
31-01-2005,1181.27002,3.072349182,-0.003658798
01-02-2005,1189.410034,3.075331598,-0.002982416
02-02-2005,1193.189941,3.076709584,-0.001377986
03-02-2005,1189.890015,3.07550682,0.001202764
04-02-2005,1203.030029,3.080276468,-0.004769648
07-02-2005,1201.719971,3.079803279,0.00047319
08-02-2005,1202.300049,3.080012865,-0.000209586
09-02-2005,1191.98999,3.076272608,0.003740256
10-02-2005,1197.01001,3.078097782,-0.001825174
11-02-2005,1205.300049,3.081095174,-0.002997392
14-02-2005,1206.140015,3.081397726,-0.000302552
15-02-2005,1210.119995,3.082828437,-0.001430711
16-02-2005,1210.339966,3.082907374,-7.89371E-05
17-02-2005,1200.75,3.079452595,0.003454779
18-02-2005,1201.589966,3.079756293,-0.000303698
22-02-2005,1184.160034,3.073410399,0.006345894
23-02-2005,1190.800049,3.075838844,-0.002428444
24-02-2005,1200.199951,3.079253605,-0.003414761
25-02-2005,1211.369995,3.083276812,-0.004023207
28-02-2005,1203.599976,3.08048217,0.002794642
01-03-2005,1210.410034,3.082932515,-0.002450345
02-03-2005,1210.079956,3.082814067,0.000118448
03-03-2005,1210.469971,3.08295402,-0.000139953
04-03-2005,1222.119995,3.08711385,-0.00415983
07-03-2005,1225.310059,3.088245999,-0.001132149
08-03-2005,1219.430054,3.086156894,0.002089104
09-03-2005,1207.01001,3.081710872,0.004446023
10-03-2005,1209.25,3.082516096,-0.000805224
11-03-2005,1200.079956,3.079210182,0.003305914
14-03-2005,1206.829956,3.081646082,-0.0024359
15-03-2005,1197.75,3.07836618,0.003279902
16-03-2005,1188.069946,3.07484201,0.00352417
17-03-2005,1190.209961,3.075623581,-0.000781571
18-03-2005,1189.650024,3.075419218,0.000204363
21-03-2005,1183.780029,3.073271009,0.002148209
22-03-2005,1171.709961,3.068820122,0.004450887
23-03-2005,1172.530029,3.069123974,-0.000303852
24-03-2005,1171.420044,3.068712651,0.000411323
28-03-2005,1174.280029,3.069771675,-0.001059024
29-03-2005,1165.359985,3.066460102,0.003311573
30-03-2005,1181.410034,3.072400655,-0.005940553
31-03-2005,1180.589966,3.072099088,0.000301567
01-04-2005,1172.920044,3.069268408,0.00283068
04-04-2005,1176.119995,3.070451633,-0.001183225
05-04-2005,1181.390015,3.072393296,-0.001941662
06-04-2005,1184.069946,3.073377358,-0.000984062
07-04-2005,1191.140015,3.075962814,-0.002585456
08-04-2005,1181.199951,3.07232342,0.003639394
11-04-2005,1181.209961,3.072327101,-3.6803E-06
12-04-2005,1187.76001,3.074728699,-0.002401598
13-04-2005,1173.790039,3.06959042,0.005138279
14-04-2005,1162.050049,3.065224833,0.004365586
15-04-2005,1142.619995,3.05790182,0.007323014
18-04-2005,1145.97998,3.059177031,-0.001275211
19-04-2005,1152.780029,3.061746444,-0.002569413
20-04-2005,1137.5,3.055951405,0.005795039
21-04-2005,1159.949951,3.064439251,-0.008487846
22-04-2005,1152.119995,3.061497714,0.002941537
25-04-2005,1162.099976,3.065243492,-0.003745778
26-04-2005,1151.829956,3.061388369,0.003855123
27-04-2005,1156.380005,3.063100574,-0.001712204
28-04-2005,1143.219971,3.058129802,0.004970771
29-04-2005,1156.849976,3.063277042,-0.005147239
02-05-2005,1162.160034,3.065265936,-0.001988895
03-05-2005,1161.170044,3.064895823,0.000370113
04-05-2005,1175.650024,3.070278057,-0.005382234
05-05-2005,1172.630005,3.069161003,0.001117055
06-05-2005,1171.349976,3.068686673,0.00047433
09-05-2005,1178.839966,3.071454851,-0.002768178
10-05-2005,1166.219971,3.066780474,0.004674377
11-05-2005,1171.109985,3.068597684,-0.00181721
12-05-2005,1159.359985,3.064218307,0.004379377
13-05-2005,1154.050049,3.062224644,0.001993663
16-05-2005,1165.689941,3.066583049,-0.004358405
17-05-2005,1173.800049,3.069594123,-0.003011074
18-05-2005,1185.560059,3.07392356,-0.004329436
19-05-2005,1191.079956,3.075940916,-0.002017357
20-05-2005,1189.280029,3.075284126,0.00065679
23-05-2005,1193.859985,3.076953396,-0.00166927
24-05-2005,1194.069946,3.077029768,-7.63715E-05
25-05-2005,1190.01001,3.075550614,0.001479153
26-05-2005,1197.619995,3.078319038,-0.002768424
27-05-2005,1198.780029,3.078739499,-0.000420461
31-05-2005,1191.5,3.076094047,0.002645453
